16	1379	1
428	8587	1
1415	8522	1
94	4038	1
1025	14206	1
3213	2905	1
3838	19147	1
2804	4173	1
2495	7931	1
1684	16356	1
5130	18517	1
64	3017	1
1479	5936	1
4979	5046	1
3074	2010	1
333	3017	1
4644	8194	1
2279	6019	1
2080	6347	1
1134	29	1
1059	7619	1
4794	345	1
24	796	1
949	13795	1
1471	1652	1
3341	16272	1
4222	3239	1
2662	5523	1
4830	17799	1
2187	9418	1
1751	10691	1
5005	3803	1
263	8110	1
3833	569	1
761	13004	1
1039	4352	1
2192	4005	1
4961	349	1
30	2004	1
5236	11321	1
2948	12120	1
2260	6198	1
2332	15596	1
710	599	1
2287	4593	1
1039	14266	1
1312	2916	1
1318	14360	1
4706	3654	1
499	2143	1
10	813	1
4339	18724	1
481	8627	1
1886	12619	1
2166	15067	1
2390	6961	1
874	4890	1
13	1160	1
3196	409	1
4068	18095	1
238	7096	1
533	2857	1
3388	18116	1
1948	4572	1
2559	7776	1
2937	13396	1
2192	5244	1
560	977	1
2785	17490	1
4072	13770	1
2797	4942	1
225	6730	1
6	462	1
1103	9282	1
5221	6809	1
1062	8490	1
2796	4062	1
2332	17661	1
1841	302	1
1934	3081	1
2468	15942	1
1227	1804	1
2952	4287	1
4605	1001	1
595	11972	1
2208	7435	1
249	5849	1
1279	7611	1
2912	13503	1
3332	6012	1
3764	3525	1
941	6619	1
1380	15647	1
2879	3202	1
2638	13485	1
4250	11911	1
407	10520	1
949	13284	1
263	8285	1
321	7040	1
782	11075	1
4471	1914	1
88	3728	1
298	8885	1
4590	7131	1
4602	8415	1
1102	14688	1
3796	7669	1
980	8340	1
3483	11550	1
257	7919	1
865	8078	1
327	6502	1
560	2688	1
247	3880	1
3408	367	1
1045	9493	1
2433	12061	1
3378	8214	1
515	4987	1
4583	5997	1
2784	15003	1
327	1511	1
3795	3924	1
2453	14916	1
2397	6056	1
2891	1560	1
241	7200	1
4381	6970	1
67	3560	1
3455	17851	1
1327	7601	1
562	9637	1
682	5282	1
1914	224	1
2674	14455	1
235	106	1
2255	15714	1
2481	12171	1
4507	977	1
3190	2653	1
1354	9907	1
4951	19248	1
4858	18036	1
467	1759	1
1862	8850	1
4413	17821	1
531	11461	1
2252	13495	1
472	1602	1
2579	17153	1
2574	1482	1
1709	16396	1
3327	16829	1
2648	2464	1
73	3720	1
558	9553	1
3651	13428	1
3377	3703	1
725	3354	1
4538	8322	1
2619	18305	1
223	6577	1
3191	14868	1
2433	6434	1
224	6647	1
2527	2242	1
2574	14512	1
2937	13717	1
466	7844	1
1230	15117	1
506	11262	1
5062	12189	1
1557	15110	1
5057	11459	1
404	10453	1
6	468	1
3800	18830	1
3312	17808	1
3395	12938	1
805	5523	1
196	6297	1
2339	2746	1
3043	13642	1
4117	1028	1
2577	8905	1
266	799	1
47	2628	1
5116	16800	1
627	10610	1
4499	17786	1
3456	12686	1
2681	1295	1
4882	10985	1
944	2752	1
1	208	1
131	4651	1
4591	847	1
281	2394	1
1935	9119	1
3421	19035	1
365	764	1
266	1448	1
34	392	1
1004	1746	1
1515	4378	1
2604	13123	1
1679	1724	1
1676	1240	1
2116	15281	1
4101	8327	1
717	12684	1
2647	8544	1
487	7665	1
194	6222	1
1678	5195	1
